"","CNSL_probe_0","CNSL_probe_1","CNSL_probe_2","CNSL_probe_3","CNSL_probe_4","CNSL_probe_5","CNSL_probe_6","CNSL_probe_7","CNSL_probe_8","CNSL_probe_9","CNSL_probe_10","CNSL_probe_11","CNSL_probe_12","CNSL_probe_13","CNSL_probe_14","CNSL_probe_15","CNSL_probe_16","CNSL_probe_17","CNSL_probe_18","CNSL_probe_19","CNSL_probe_20","CNSL_probe_21","CNSL_probe_22","CNSL_probe_23","CNSL_probe_24","CNSL_probe_25","CNSL_probe_26","CNSL_probe_27","CNSL_probe_28","CNSL_probe_29","CNSL_probe_30","CNSL_probe_31","CNSL_probe_32","CNSL_probe_33","CNSL_probe_34","CNSL_probe_35","CNSL_probe_36","CNSL_probe_37","CNSL_probe_38","CNSL_probe_39","CNSL_probe_40","CNSL_probe_41","CNSL_probe_42","CNSL_probe_43","CNSL_probe_44","CNSL_probe_45","CNSL_probe_46"
"106",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.5,1.5,1.25,1.25,1,1
"107",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"108",2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2
"109",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"110",1.5,1.75,1.5,1.5,1.5,1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.75,2,2,1.75,1.75,1.75,1.75,2,2,2,1.75,1.75,1.75,1.75,1.75,1.75,1.5,1.5,1.75,1.5,1.5,1.25,1.25,1.5,1.5,1.75,1.75,1.5,1.5,1.5,1.5,1.5,1.5,1.5
"111",2.75,2.75,2.25,2.25,2.5,2.5,2.75,2.75,2.5,2.5,2.75,2.5,2.75,2.5,2.5,2.75,2.5,2.75,2.75,2.75,3,3,2.75,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.5,2.5,2.75,2.75,3,3,3,2.75,2.5,2.5,2.5,2.75,3,2.75,2.5
"112",2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2.25,2.5,2.5,2.5,2.25,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.5,2.25,2.25
"113",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"114",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"115",2.25,2.25,2,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.25,2,2,2.25,2.25,2.5,2.5,2.25,2.5,2.5,2.5,2.75,2.5,2.5,2.75,2.75,2.75,2.5,2.25,2.25,2.25,2.25,2.25,2,2,2,2.25,2.25,2.5,2.75,2.75,3,3,2.75,2.5,2.5
"116",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"117",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"118",2.75,2.5,2.75,2.75,2.75,3,3,3,3,3,2.75,2.5,2.5,2.5,2.75,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3
"119",2,1.75,1.5,1.5,1.5,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.5,1.5,1.5,1.75
"120",2,2,1.75,1.75,1.75,1.75,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"121",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"122",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"123",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"124",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"125",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2
"126",2.75,2.5,2.25,2,1.75,2,2.5,2.75,3,3,3,2.75,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.25,2.25,2.25,2.5,3,2.75,2.5,2.5,2.5,2.75,3,3,2.75,2.5,2.5,2.25,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75
"127",3,3,3,3,3,3,3,3,3,3,2.75,2.5,2.5,2.5,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"128",2,2,1.75,1.75,1.75,2,2.5,2.5,2.5,2.25,2,2,2,2.25,2.25,2.5,2.5,2.25,2.5,2.5,2.5,2.5,2.25,2,2,2,2,2,2,2,2,2,2.25,2.5,2.5,2.5,2.5,2.25,2.25,2.5,2.5,2.75,3,3,2.75,2.5,2.25
"129",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"130",3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.5,2.5,2.5
"131",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"132",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3
"133",1,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"134",2.25,2.25,2.5,2.75,2.5,2.5,2.25,2,2.25,2.5,2.5,2.5,2.25,2.25,2.25,2.25,2.25,2,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2,2,2.25,2.25,2.5,2.75,2.75,3,2.75,2.75,2.5,2.5,2.5,2.25,2.5,2.25,2.5,2.5,2.5,2.75,2.75
"135",1.75,1.5,1.75,2,2,2,1.75,1.75,1.75,2,1.75,1.5,1.25,1.25,1.5,1.75,2,2,2,2,2,2,1.75,1.5,1.25,1.25,1.5,1.75,2,2,1.75,1.75,1.75,1.5,1.75,1.75,1.75,1.75,1.75,1.75,1.75,2,2,2,2,2,1.75
"136",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"137",1.75,1.75,2,2,2.25,2.25,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,1.75,1.75,1.75,1.75,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,1.75,1.5,1.5,1.5,1.75
"138",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"139",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"140",2.75,2.75,2.25,2.25,2.5,2.25,2.75,2.75,2.5,2.75,2.75,2.75,3,2.75,2.75,2.75,2.75,3,3,2.75,2.5,2.25,2.25,2.5,2.75,2.75,2.75,2.75,2.75,3,2.75,2.75,2.5,2.5,2.5,2.25,2.5,2.5,2.75,2.75,2.5,2.25,2.25,2.5,2.5,2.75,2.75
"141",2,2,1.75,1.75,1.75,1.75,2,2.25,2.5,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.5,2.25,2,2,1.75,2,2,2
"142",2,2,2.25,2.25,2,1.75,1.5,1.5,1.75,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"143",3,3,2.5,2.5,2.5,2.5,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"144",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"145",2.75,2.75,2.5,2.5,2.25,2,2.25,2.25,2.5,2.5,2.5,2.75,2.75,3,3,2.75,2.75,2.75,2.75,3,3,3,2.75,2.5,2.25,2,2,2.25,2.5,2.75,3,2.75,2.5,2.5,2.5,2.5,2.5,2.25,2,2,2,2.25,2.25,2.25,2.5,2.5,2.75
"146",1.75,2,1.75,1.75,1.5,1.5,1.75,1.75,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,1.75,1.75,1.75,1.75,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,1.75,1.5,1.5,1.5,1.75,2,2
"147",2,2,1.75,1.75,1.5,1.5,1.5,1.5,1.75,1.75,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,1.75,1.5,1.5,1.25,1.5,1.75,1.5,1.75,1.75,1.75,2,1.75,1.75,1.75,2,2.25,2.25,2.25
"148",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"149",1.25,1.5,1.5,1.75,1.75,1.75,1.75,1.5,1.5,1.5,1.75,2,1.75,1.5,1.25,1.25,1.25,1.25,1.25,1,1,1,1,1,1.25,1.25,1.5,1.5,1.25,1.25,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1.5,1.5,1.75,1.75
"150",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"151",2,1.75,1.5,1.5,1.5,1.75,2,2,1.75,1.75,1.75,1.5,1.75,1.75,1.75,1.75,1.75,1.75,1.75,2,2,2,1.75,1.75,1.5,1.5,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.5
"152",1.5,1.25,1.25,1.25,1,1.25,1.25,1.25,1.25,1,1.25,1.5,1.5,1.5,1.25,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1.25,1.25,1.25,1.25,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25
"153",2.75,3,2.5,2.25,2,1.75,2.25,2.25,2.25,2.25,2,2,2,2,2.25,2.25,2.25,2.25,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2.25,2.25,2.5,2.5,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.75,2.5,2.75,2.5,2.25
"154",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"155",2,2,2.25,2.25,2.5,2.5,2.25,2.25,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2.25,2.25,2,2,1.75,2,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.5,2.5,2.5
"156",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"157",1,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"158",1.5,1.5,1.5,1.5,1.5,1.25,1.25,1,1.25,1.25,1.5,1.5,1.5,1.75,1.5,1.5,1.25,1,1,1,1,1,1.25,1.5,1.5,1.5,1.25,1,1,1.25,1.25,1.5,1.75,1.75,2,2,2,1.75,1.5,1.5,1.5,1.5,1.5,1.25,1,1.25,1.25
"159",1,1,1,1.25,1.25,1.5,1.5,1.5,1.75,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1,1,1,1.25,1.75,1.75,1.75,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1
"160",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"161",3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3
"162",2.25,2.25,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2.25,2.25,2.25,2.5,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.25,2,2,2,2,2,2,2.25,2.5,2.75,2.75,2.5,2.25,2,2,2,2,2.25,2.5,2.5,2.5,2.25,2,2
"163",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"164",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"165",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"166",3,3,2.5,2.5,2.5,2.25,2.75,2.5,2.25,2.5,2.5,2.5,2.75,2.75,2.75,3,2.75,2.5,2.5,2.25,2.5,2.75,2.75,3,3,3,3,2.75,2.75,2.5,2.25,2.5,2.5,2.75,3,3,2.75,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.5,2.75,2.5
"167",3,3,2.75,2.75,2.5,2.5,2.75,2.75,2.75,2.5,2.25,2,2.25,2.5,2.75,3,3,3,2.75,2.75,2.5,2.5,2.75,2.75,2.75,2.75,2.5,2.5,2.75,2.5,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.5,2.25,2.25,2.25,2.25,2.5,2.75,2.75
"168",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"169",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"170",1,1,1,1,1,1.25,1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1
"171",2.75,2.75,2.25,2.25,2.5,2.5,3,3,3,3,3,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,3,3,2.75,2.75,2.5,2.5,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5
"172",1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"173",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"174",3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5
"175",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5
"176",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"177",2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.25,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2.25,2,2,2,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.5,2.75,2.75,2.5
"178",1,1,1.25,1.25,1.25,1.5,1.25,1.25,1.25,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1,1.25,1.5,1.5,1.5,1.5,1.25,1.25,1.25,1,1,1.25,1.25,1.5,1.5,1.25,1.25,1,1,1,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.25
"179",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"180",2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"181",2,1.75,1.5,1.5,1.5,1.75,2,2,2,2,1.75,1.75,1.75,1.75,2,1.75,1.75,1.75,1.75,2,2,2,2,1.75,1.75,1.75,1.5,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"182",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,2.75,2.75
"183",3,3,2.5,2.5,2.5,2.5,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"184",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"185",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"186",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"187",3,3,2.5,2.25,2.25,2.25,2.75,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,2.75,2.75,2.5,2.5,2.75,2.75,2.75,2.5,2.5,2.5,2.75,3,2.75,2.75,2.75,2.75,2.75,2.75,2.5,2.5
"188",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"189",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"190",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"191",1.5,1.75,1.5,1.5,1.25,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.5,1.5,1.25,1.25,1,1,1.25,1.25,1.25,1.25,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1.25,1.5,1.5,1.5,1.25,1.25,1.5,1.5
"192",3,2.75,2.5,2.5,2.5,2.5,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5
"193",3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,2.75,2.75
"194",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"195",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"196",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"197",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"198",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"199",2.75,3,2.5,2.25,2.25,2.25,2.75,2.75,2.5,2.5,2.5,2.75,2.75,2.75,2.75,2.75,3,2.75,2.75,2.5,2,2,1.75,2,2.25,2.5,2.75,2.75,2.75,2.5,2.25,2.25,2.5,2.75,2.75,2.75,2.5,2.25,2.5,2.5,2.75,2.75,2.75,2.5,2.25,2.25,2.25
"200",2.25,2.25,2.5,2.75,2.75,2.75,2.5,2.5,2.25,2.25,2.5,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.25,2,2.25,2.25,2.5,2.5
"201",2.25,2.5,2.75,2.75,2.75,2.5,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2.25,2.25,2.25,2.5,2.25,2.25,2.25,2,2,2,2,2.25,2.25,2.25,2.5
"202",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3
"203",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2
"204",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5
"205",1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"206",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3
"207",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"208",2.75,2.75,2.25,2.25,2.25,2,2.5,2.75,2.75,3,2.75,2.75,2.75,2.75,3,3,2.75,2.75,2.75,2.75,3,3,3,2.75,2.5,2.5,2.25,2.5,2.75,2.5,2.75,2.75,2.5,2.75,2.5,2.5,2.75,2.75,3,3,2.75,2.75,2.75,2.75,2.75,2.5,2.25
"209",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"210",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
